date,loc,latitude,longitude,res
1996,AZDEQ_SW-34,33.8288889,-109.0831111,8.213750000000001
1997,AZDEQ_SW-34,33.8288889,-109.0831111,8.670384615384616
1999,AZDEQ_SW-34,33.8288889,-109.0831111,8.33625
2001,AZDEQ_SW-34,33.8288889,-109.0831111,9.245000000000001
2002,AZDEQ_SW-34,33.8288889,-109.0831111,9.051428571428572
2004,AZDEQ_SW-34,33.8288889,-109.0831111,9.63
2005,AZDEQ_SW-34,33.8288889,-109.0831111,8.94
2008,AZDEQ_SW-34,33.8288889,-109.0831111,9.03
2010,AZDEQ_SW-34,33.8288889,-109.0831111,9.245
2011,AZDEQ_SW-34,33.8288889,-109.0831111,8.614
2012,AZDEQ_SW-34,33.8288889,-109.0831111,9.94
2013,AZDEQ_SW-34,33.8288889,-109.0831111,8.77
2016,AZDEQ_SW-34,33.8288889,-109.0831111,9.40375
2017,AZDEQ_SW-34,33.8288889,-109.0831111,9.072222222222223
1992,AZDEQ_SW-9,33.8208333,-111.6263889,8.147419354838709
1993,AZDEQ_SW-9,33.8208333,-111.6263889,8.2075
1994,AZDEQ_SW-9,33.8208333,-111.6263889,8.222786885245903
1995,AZDEQ_SW-9,33.8208333,-111.6263889,7.746153846153846
1996,AZDEQ_SW-9,33.8208333,-111.6263889,8.263684210526316
1997,AZDEQ_SW-9,33.8208333,-111.6263889,8.145444444444445
1998,AZDEQ_SW-9,33.8208333,-111.6263889,7.992027027027027
1999,AZDEQ_SW-9,33.8208333,-111.6263889,8.260833333333334
2000,AZDEQ_SW-9,33.8208333,-111.6263889,8.186153846153847
2001,AZDEQ_SW-9,33.8208333,-111.6263889,8.323125
2002,AZDEQ_SW-9,33.8208333,-111.6263889,8.38090909090909
2003,AZDEQ_SW-9,33.8208333,-111.6263889,8.518928571428571
2004,AZDEQ_SW-9,33.8208333,-111.6263889,7.814459459459459
2005,AZDEQ_SW-9,33.8208333,-111.6263889,7.552619047619047
2006,AZDEQ_SW-9,33.8208333,-111.6263889,8.1
2007,AZDEQ_SW-9,33.8208333,-111.6263889,8.225294117647058
2008,AZDEQ_SW-9,33.8208333,-111.6263889,8.217027027027028
2009,AZDEQ_SW-9,33.8208333,-111.6263889,8.646470588235294
2017,AZDEQ_SW-9,33.8208333,-111.6263889,8.059473684210527
2018,AZDEQ_SW-9,33.8208333,-111.6263889,8.304444444444444
1992,AZDEQ_SW-10,33.8525,-111.6183333,8.188125
1994,AZDEQ_SW-10,33.8525,-111.6183333,8.215555555555556
1995,AZDEQ_SW-10,33.8525,-111.6183333,7.7492857142857146
1996,AZDEQ_SW-10,33.8525,-111.6183333,8.40125
1997,AZDEQ_SW-10,33.8525,-111.6183333,8.128
1998,AZDEQ_SW-10,33.8525,-111.6183333,8.070701754385965
1999,AZDEQ_SW-10,33.8525,-111.6183333,8.396
2000,AZDEQ_SW-10,33.8525,-111.6183333,8.56
2001,AZDEQ_SW-10,33.8525,-111.6183333,8.34625
2002,AZDEQ_SW-10,33.8525,-111.6183333,8.403076923076922
2003,AZDEQ_SW-10,33.8525,-111.6183333,8.457714285714285
2004,AZDEQ_SW-10,33.8525,-111.6183333,7.889090909090909
2005,AZDEQ_SW-10,33.8525,-111.6183333,7.40609756097561
2006,AZDEQ_SW-10,33.8525,-111.6183333,8.149999999999999
2007,AZDEQ_SW-10,33.8525,-111.6183333,8.148823529411764
2008,AZDEQ_SW-10,33.8525,-111.6183333,8.340285714285715
2009,AZDEQ_SW-10,33.8525,-111.6183333,8.419583333333334
2017,AZDEQ_SW-10,33.8525,-111.6183333,8.149444444444445
2018,AZDEQ_SW-10,33.8525,-111.6183333,8.235333333333333
1995,AZDEQ_SW-62,33.5675,-111.5363889,7.823157894736842
1996,AZDEQ_SW-62,33.5675,-111.5363889,7.625625
1999,AZDEQ_SW-62,33.5675,-111.5363889,7.411
2000,AZDEQ_SW-62,33.5675,-111.5363889,7.919090909090909
2001,AZDEQ_SW-62,33.5675,-111.5363889,8.337575757575758
2002,AZDEQ_SW-62,33.5675,-111.5363889,8.201875
2003,AZDEQ_SW-62,33.5675,-111.5363889,7.970392156862745
2004,AZDEQ_SW-62,33.5675,-111.5363889,7.805760869565217
2005,AZDEQ_SW-62,33.5675,-111.5363889,8.377777777777778
2006,AZDEQ_SW-62,33.5675,-111.5363889,8.16875
2007,AZDEQ_SW-62,33.5675,-111.5363889,7.843809523809524
2008,AZDEQ_SW-62,33.5675,-111.5363889,8.435466666666667
2009,AZDEQ_SW-62,33.5675,-111.5363889,8.3052
2010,AZDEQ_SW-62,33.5675,-111.5363889,8.36
2011,AZDEQ_SW-62,33.5675,-111.5363889,8.63
2012,AZDEQ_SW-62,33.5675,-111.5363889,8.07
1992,AZDEQ_SW-11,33.8936111,-111.6427778,8.012105263157896
1993,AZDEQ_SW-11,33.8936111,-111.6427778,8.4
1994,AZDEQ_SW-11,33.8936111,-111.6427778,8.341842105263158
1995,AZDEQ_SW-11,33.8936111,-111.6427778,8.031333333333333
1996,AZDEQ_SW-11,33.8936111,-111.6427778,8.32875
1997,AZDEQ_SW-11,33.8936111,-111.6427778,7.9561290322580644
1998,AZDEQ_SW-11,33.8936111,-111.6427778,7.994666666666666
1999,AZDEQ_SW-11,33.8936111,-111.6427778,8.1335
2000,AZDEQ_SW-11,33.8936111,-111.6427778,8.3
2001,AZDEQ_SW-11,33.8936111,-111.6427778,8.229444444444445
2002,AZDEQ_SW-11,33.8936111,-111.6427778,8.32
2003,AZDEQ_SW-11,33.8936111,-111.6427778,8.2175
2004,AZDEQ_SW-11,33.8936111,-111.6427778,8.222307692307693
2005,AZDEQ_SW-11,33.8936111,-111.6427778,7.616428571428571
2006,AZDEQ_SW-11,33.8936111,-111.6427778,8.266666666666667
2008,AZDEQ_SW-11,33.8936111,-111.6427778,8.531071428571428
2009,AZDEQ_SW-11,33.8936111,-111.6427778,8.230588235294118
1995,AZDEQ_SW-75,34.5466667,-114.3902778,8.0675
1996,AZDEQ_SW-75,34.5466667,-114.3902778,7.949999999999999
1997,AZDEQ_SW-75,34.5466667,-114.3902778,7.856
1998,AZDEQ_SW-75,34.5466667,-114.3902778,8.24
2000,AZDEQ_SW-75,34.5466667,-114.3902778,8.23
2001,AZDEQ_SW-75,34.5466667,-114.3902778,8.084999999999999
2002,AZDEQ_SW-75,34.5466667,-114.3902778,7.84
2003,AZDEQ_SW-75,34.5466667,-114.3902778,8.1125
2004,AZDEQ_SW-75,34.5466667,-114.3902778,8.243333333333332
2006,AZDEQ_SW-75,34.5466667,-114.3902778,8.242857142857142
2007,AZDEQ_SW-75,34.5466667,-114.3902778,8.05
2008,AZDEQ_SW-75,34.5466667,-114.3902778,8.0625
2009,AZDEQ_SW-75,34.5466667,-114.3902778,7.961428571428572
2013,AZDEQ_SW-75,34.5466667,-114.3902778,8.4
2014,AZDEQ_SW-75,34.5466667,-114.3902778,8.35
2015,AZDEQ_SW-75,34.5466667,-114.3902778,8.267142857142856
1992,AZDEQ_SW-76,34.4531836,-114.3365842,8.645
1993,AZDEQ_SW-76,34.4531836,-114.3365842,8.304
1994,AZDEQ_SW-76,34.4531836,-114.3365842,8.36078125
1995,AZDEQ_SW-76,34.4531836,-114.3365842,8.146009852216748
1996,AZDEQ_SW-76,34.4531836,-114.3365842,7.988214285714286
1997,AZDEQ_SW-76,34.4531836,-114.3365842,7.787931034482758
1998,AZDEQ_SW-76,34.4531836,-114.3365842,8.129565217391304
2000,AZDEQ_SW-76,34.4531836,-114.3365842,8.065
2001,AZDEQ_SW-76,34.4531836,-114.3365842,8.195384615384615
2002,AZDEQ_SW-76,34.4531836,-114.3365842,7.651
2003,AZDEQ_SW-76,34.4531836,-114.3365842,8.147777777777778
2004,AZDEQ_SW-76,34.4531836,-114.3365842,8.1
2006,AZDEQ_SW-76,34.4531836,-114.3365842,8.212857142857143
2007,AZDEQ_SW-76,34.4531836,-114.3365842,8.3
2008,AZDEQ_SW-76,34.4531836,-114.3365842,8.308461538461538
2009,AZDEQ_SW-76,34.4531836,-114.3365842,8.297142857142857
2013,AZDEQ_SW-76,34.4531836,-114.3365842,8.416
2015,AZDEQ_SW-76,34.4531836,-114.3365842,8.182857142857143
1992,AZDEQ_SW-32,32.1870631,-110.8166022,8.9
1993,AZDEQ_SW-32,32.1870631,-110.8166022,8.026363636363637
1997,AZDEQ_SW-32,32.1870631,-110.8166022,8.942
1998,AZDEQ_SW-32,32.1870631,-110.8166022,8.469473684210527
2002,AZDEQ_SW-32,32.1870631,-110.8166022,8.316363636363636
2003,AZDEQ_SW-32,32.1870631,-110.8166022,7.8999999999999995
2006,AZDEQ_SW-32,32.1870631,-110.8166022,7.793333333333333
2012,AZDEQ_SW-32,32.1870631,-110.8166022,7.656666666666666
2013,AZDEQ_SW-32,32.1870631,-110.8166022,8.188285714285714
2014,AZDEQ_SW-32,32.1870631,-110.8166022,7.977631578947368
2015,AZDEQ_SW-32,32.1870631,-110.8166022,8.271578947368422
2016,AZDEQ_SW-32,32.1870631,-110.8166022,7.797692307692308
2017,AZDEQ_SW-32,32.1870631,-110.8166022,8.207222222222223
2018,AZDEQ_SW-32,32.1870631,-110.8166022,7.503846153846154
2019,AZDEQ_SW-32,32.1870631,-110.8166022,7.731777777777778
