OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071940,,,Calcium,Recoverable,159,mg/l,,Preliminary,,Actual,,,,,,,,,,,00916,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071941,,,Magnesium,Dissolved,106,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071942,,,Magnesium,Recoverable,112,mg/l,,Preliminary,,Actual,,,,,,,,,,,00927,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071943,,,Sodium,Recoverable,753,mg/l,,Preliminary,,Actual,,,,,,,,,,,00929,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-08,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071944,,,Sodium,Dissolved,736,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071946,,,"Sodium, percent total cations",,66,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071947,,,Potassium,Dissolved,10.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071948,,,Potassium,Recoverable,11.2,mg/l,,Preliminary,,Actual,,,,,,,,,,,00937,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071956,,,Barium,Dissolved,40.3,ug/l,,Preliminary,,Actual,,,,,,,,,,,01005,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071957,,,Barium,Recoverable,41.2,ug/l,,Preliminary,,Actual,,,,,,,,,,,01007,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071958,Not Detected,,Beryllium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01010,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-05-19,sample was diluted,,Elevated Detection Limit,0.050,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071959,Not Detected,,Beryllium,Recoverable,,,,Preliminary,,Actual,,,,,,,,,,,01012,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,Elevated Detection Limit,0.06,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071962,Not Detected,,Cadmium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01025,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,Elevated Detection Limit,0.240,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071963,Not Detected,,Cadmium,Total,,,,Preliminary,,Actual,,,,,,,,,,,01027,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,Elevated Detection Limit,0.18,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071964,Not Detected,,Iron,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01046,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,Elevated Detection Limit,15.0,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071965,Not Detected,,Lead,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01049,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,Elevated Detection Limit,0.160,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071966,Not Detected,,Lead,Recoverable,,,,Preliminary,,Actual,,,,,,,,,,,01051,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,Elevated Detection Limit,0.36,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071967,,,Manganese,Recoverable,30.0,ug/l,,Preliminary,,Actual,,,,,,,,,,,01055,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071968,,,Manganese,Dissolved,8.13,ug/l,,Preliminary,,Actual,,,,,,,,,,,01056,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071969,,,Strontium,Dissolved,2820,ug/l,,Preliminary,,Actual,,,,,,,,,,,01080,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071970,,,Strontium,Recoverable,2660,ug/l,,Preliminary,,Actual,,,,,,,,,,,01082,,,,,,,,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071971,,,Vanadium,Dissolved,14.0,ug/l,,Preliminary,,Actual,,,,,,,,,,,01085,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071972,,,Vanadium,Total,14,ug/l,,Preliminary,,Actual,,,,,,,,,,,01087,,,,,,,,,PLM77,USGS,"Metals, wu, 2% corr, cICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071973,Not Detected,,Zinc,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01090,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,Elevated Detection Limit,16.0,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071974,Not Detected,,Zinc,Recoverable,,,,Preliminary,,Actual,,,,,,,,,,,01092,,,,,,,,,PLM77,USGS,"Metals, wu, 2% corr, cICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,Elevated Detection Limit,12,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071977,,,Aluminum,Recoverable,37,ug/l,,Preliminary,,Actual,,,,,,,,,,,01105,,,,,,,,,PLM77,USGS,"Metals, wu, 2% corr, cICP-MS",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-27,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071978,Not Detected,,Aluminum,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01106,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,Elevated Detection Limit,24,ug/l,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071979,,,Lithium,Dissolved,307,ug/l,,Preliminary,,Actual,,,,,,,,,,,01130,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,sample was diluted,,,,,,,NWIS
